ID	X	Y	dem
373	73.3125	39.8125	3184
374	73.4375	39.8125	3435
375	73.5625	39.8125	3853
376	73.6875	39.8125	3582
377	62.1875	39.6875	203
378	62.3125	39.6875	177
379	62.4375	39.6875	175
380	62.5625	39.6875	170
381	62.6875	39.6875	165
382	62.8125	39.6875	169
383	62.9375	39.6875	174
384	63.0625	39.6875	177
385	63.1875	39.6875	178
386	63.3125	39.6875	181
387	63.4375	39.6875	182
388	63.5625	39.6875	177
389	63.6875	39.6875	196
390	63.8125	39.6875	200
391	63.9375	39.6875	200
392	64.0625	39.6875	200
393	64.1875	39.6875	202
394	64.3125	39.6875	208
395	64.4375	39.6875	214
396	64.5625	39.6875	214
397	64.6875	39.6875	225
398	64.8125	39.6875	228
399	64.9375	39.6875	243
400	65.0625	39.6875	278
401	65.1875	39.6875	276
402	65.3125	39.6875	285
403	65.4375	39.6875	315
404	65.5625	39.6875	376
405	65.6875	39.6875	488
406	65.8125	39.6875	585
407	65.9375	39.6875	649
408	66.0625	39.6875	610
409	66.1875	39.6875	538
410	66.3125	39.6875	540
411	66.4375	39.6875	600
412	66.5625	39.6875	633
413	66.6875	39.6875	644
414	66.8125	39.6875	665
415	66.9375	39.6875	678
416	67.0625	39.6875	702
417	67.1875	39.6875	740
418	67.3125	39.6875	783
419	67.4375	39.6875	835
420	67.5625	39.6875	1108
421	67.6875	39.6875	1857
422	67.8125	39.6875	1991
423	67.9375	39.6875	1679
424	71.5625	39.6875	4140
425	71.6875	39.6875	4010
426	71.8125	39.6875	3858
427	71.9375	39.6875	3781
428	72.0625	39.6875	3820
429	72.1875	39.6875	3652
430	72.3125	39.6875	3680
431	72.4375	39.6875	3506
432	72.5625	39.6875	3589
433	72.6875	39.6875	3205
434	72.8125	39.6875	3090
435	72.9375	39.6875	3077
436	73.0625	39.6875	3176
437	73.1875	39.6875	3224
438	73.3125	39.6875	3216
439	73.4375	39.6875	3292
440	73.5625	39.6875	3481
441	73.6875	39.6875	3604
442	62.3125	39.5625	178
443	62.4375	39.5625	176
444	62.5625	39.5625	175
445	62.6875	39.5625	174
446	62.8125	39.5625	174
447	62.9375	39.5625	167
448	63.0625	39.5625	175
449	63.1875	39.5625	178
450	63.3125	39.5625	180
451	63.4375	39.5625	181
452	63.5625	39.5625	183
453	63.6875	39.5625	189
454	63.8125	39.5625	194
455	63.9375	39.5625	197
456	64.0625	39.5625	199
457	64.1875	39.5625	204
458	64.3125	39.5625	209
459	64.4375	39.5625	216
460	64.5625	39.5625	220
461	64.6875	39.5625	236
462	64.8125	39.5625	259
463	64.9375	39.5625	290
464	65.0625	39.5625	290
465	65.1875	39.5625	269
466	65.3125	39.5625	274
467	65.4375	39.5625	293
468	65.5625	39.5625	325
469	65.6875	39.5625	362
470	65.8125	39.5625	381
471	65.9375	39.5625	410
472	66.0625	39.5625	458
473	66.1875	39.5625	472
474	66.3125	39.5625	521
475	66.4375	39.5625	629
476	66.5625	39.5625	728
477	66.6875	39.5625	783
478	66.8125	39.5625	829
479	66.9375	39.5625	811
480	67.0625	39.5625	771
481	67.1875	39.5625	772
482	67.3125	39.5625	821
483	67.4375	39.5625	981
484	67.5625	39.5625	1389
485	67.6875	39.5625	1646
486	67.8125	39.5625	1667
487	67.9375	39.5625	2077
488	68.0625	39.5625	2359
489	68.1875	39.5625	2576
490	68.3125	39.5625	2732
491	68.4375	39.5625	2740
492	68.5625	39.5625	3099
493	68.6875	39.5625	2974
494	68.8125	39.5625	3127
495	69.1875	39.5625	3050
496	69.3125	39.5625	3266
497	69.4375	39.5625	3412
498	69.5625	39.5625	3614
499	69.6875	39.5625	3893
500	69.8125	39.5625	3705
501	69.9375	39.5625	3965
502	70.0625	39.5625	3914
503	70.1875	39.5625	4084
504	70.3125	39.5625	4006
505	70.4375	39.5625	4159
506	70.5625	39.5625	4197
507	70.6875	39.5625	3941
508	71.0625	39.5625	3333
509	71.1875	39.5625	3741
510	71.3125	39.5625	4007
511	71.4375	39.5625	3948
512	71.5625	39.5625	3908
513	71.6875	39.5625	3466
514	71.8125	39.5625	3261
515	71.9375	39.5625	3021
516	72.0625	39.5625	3001
517	72.1875	39.5625	2979
518	72.3125	39.5625	2747
519	72.4375	39.5625	2728
520	72.5625	39.5625	2835
521	72.6875	39.5625	2983
522	72.8125	39.5625	3142
523	72.9375	39.5625	3248
524	73.0625	39.5625	3274
525	73.1875	39.5625	3339
526	73.3125	39.5625	3499
527	73.4375	39.5625	3739
528	73.5625	39.5625	3982
529	73.6875	39.5625	3975
530	62.3125	39.4375	183
531	62.4375	39.4375	181
532	62.5625	39.4375	176
533	62.6875	39.4375	175
534	62.8125	39.4375	173
535	62.9375	39.4375	171
536	63.0625	39.4375	189
537	63.1875	39.4375	185
538	63.3125	39.4375	181
539	63.4375	39.4375	183
540	63.5625	39.4375	185
541	63.6875	39.4375	188
542	63.8125	39.4375	190
543	63.9375	39.4375	196
544	64.0625	39.4375	201
545	64.1875	39.4375	205
546	64.3125	39.4375	204
547	64.4375	39.4375	218
548	64.5625	39.4375	230
549	64.6875	39.4375	236
550	64.8125	39.4375	249
551	64.9375	39.4375	262
552	65.0625	39.4375	267
553	65.1875	39.4375	275
554	65.3125	39.4375	284
555	65.4375	39.4375	292
556	65.5625	39.4375	301
557	65.6875	39.4375	322
558	65.8125	39.4375	348
559	65.9375	39.4375	376
560	66.0625	39.4375	413
561	66.1875	39.4375	461
562	66.3125	39.4375	540
563	66.4375	39.4375	735
564	66.5625	39.4375	1179
565	66.6875	39.4375	1373
566	66.8125	39.4375	1537
567	66.9375	39.4375	1283
568	67.0625	39.4375	920
569	67.1875	39.4375	920
570	67.3125	39.4375	945
571	67.4375	39.4375	1111
572	67.5625	39.4375	1263
573	67.6875	39.4375	1263
574	67.8125	39.4375	1295
575	67.9375	39.4375	1378
576	68.0625	39.4375	1554
577	68.1875	39.4375	1885
578	68.3125	39.4375	1943
579	68.4375	39.4375	2033
580	68.5625	39.4375	2282
581	68.6875	39.4375	2553
582	68.8125	39.4375	2945
583	68.9375	39.4375	2822
584	69.0625	39.4375	2832
585	69.1875	39.4375	2772
586	69.3125	39.4375	2853
587	69.4375	39.4375	2936
588	69.5625	39.4375	2888
589	69.6875	39.4375	3110
590	69.8125	39.4375	3052
591	69.9375	39.4375	3186
592	70.0625	39.4375	3292
593	70.1875	39.4375	3402
594	70.3125	39.4375	3574
595	70.4375	39.4375	3574
596	70.5625	39.4375	3676
597	70.6875	39.4375	3511
598	70.8125	39.4375	3744
599	70.9375	39.4375	3788
600	71.0625	39.4375	3853
601	71.1875	39.4375	3214
602	71.3125	39.4375	3387
603	71.4375	39.4375	3604
604	71.5625	39.4375	3617
605	71.6875	39.4375	2819
606	71.8125	39.4375	2777
607	71.9375	39.4375	2994
608	72.0625	39.4375	3369
609	72.1875	39.4375	3314
610	72.3125	39.4375	3288
611	72.4375	39.4375	3412
612	72.5625	39.4375	3638
613	72.6875	39.4375	3930
614	72.8125	39.4375	4063
615	72.9375	39.4375	4394
616	73.0625	39.4375	4563
617	73.1875	39.4375	4158
618	73.3125	39.4375	4297
619	73.4375	39.4375	4709
620	73.5625	39.4375	5085
621	62.3125	39.3125	186
622	62.4375	39.3125	184
623	62.5625	39.3125	177
624	62.6875	39.3125	174
625	62.8125	39.3125	172
626	62.9375	39.3125	168
627	63.0625	39.3125	174
628	63.1875	39.3125	182
629	63.3125	39.3125	177
630	63.4375	39.3125	184
631	63.5625	39.3125	185
632	63.6875	39.3125	186
633	63.8125	39.3125	185
634	63.9375	39.3125	182
635	64.0625	39.3125	213
636	64.1875	39.3125	238
637	64.3125	39.3125	233
638	64.4375	39.3125	229
639	64.5625	39.3125	232
640	64.6875	39.3125	244
641	64.8125	39.3125	251
642	64.9375	39.3125	262
643	65.0625	39.3125	275
644	65.1875	39.3125	285
645	65.3125	39.3125	296
646	65.4375	39.3125	304
647	65.5625	39.3125	311
648	65.6875	39.3125	331
649	65.8125	39.3125	367
650	65.9375	39.3125	393
651	66.0625	39.3125	412
652	66.1875	39.3125	453
653	66.3125	39.3125	521
654	66.4375	39.3125	701
655	66.5625	39.3125	806
656	66.6875	39.3125	825
657	66.8125	39.3125	1277
658	66.9375	39.3125	1491
659	67.0625	39.3125	1547
660	67.1875	39.3125	1724
661	67.3125	39.3125	1755
662	67.4375	39.3125	1979
663	67.5625	39.3125	2194
664	67.6875	39.3125	1926
665	67.8125	39.3125	2077
666	67.9375	39.3125	2656
667	68.0625	39.3125	2112
668	68.1875	39.3125	3004
669	68.3125	39.3125	3305
670	68.4375	39.3125	3199
671	68.5625	39.3125	2391
672	68.6875	39.3125	2974
673	68.8125	39.3125	2874
674	68.9375	39.3125	3014
675	69.0625	39.3125	3080
676	69.1875	39.3125	3216
677	69.3125	39.3125	3234
678	69.4375	39.3125	3400
679	69.5625	39.3125	3645
680	69.6875	39.3125	3648
681	69.8125	39.3125	3763
682	69.9375	39.3125	3391
683	70.0625	39.3125	3521
684	70.1875	39.3125	3444
685	70.3125	39.3125	3012
686	70.4375	39.3125	3413
687	70.5625	39.3125	3261
688	70.6875	39.3125	2785
689	70.8125	39.3125	3129
690	70.9375	39.3125	2966
691	71.0625	39.3125	3534
692	71.1875	39.3125	2722
693	71.3125	39.3125	2817
694	71.4375	39.3125	2610
695	71.5625	39.3125	2437
696	71.6875	39.3125	3029
697	71.8125	39.3125	3976
698	71.9375	39.3125	4432
699	72.0625	39.3125	4582
700	72.1875	39.3125	4282
701	72.3125	39.3125	4116
702	72.4375	39.3125	4425
703	72.5625	39.3125	4582
704	72.6875	39.3125	4540
705	72.8125	39.3125	5300
706	72.9375	39.3125	5553
707	73.0625	39.3125	5440
708	73.1875	39.3125	4862
709	73.3125	39.3125	4217
710	62.4375	39.1875	183
711	62.5625	39.1875	178
712	62.6875	39.1875	172
713	62.8125	39.1875	169
714	62.9375	39.1875	174
715	63.0625	39.1875	172
716	63.1875	39.1875	179
717	63.3125	39.1875	181
718	63.4375	39.1875	179
719	63.5625	39.1875	182
720	63.6875	39.1875	184
721	63.8125	39.1875	182
722	63.9375	39.1875	179
723	64.0625	39.1875	176
724	64.1875	39.1875	232
725	64.3125	39.1875	252
726	64.4375	39.1875	255
727	64.5625	39.1875	245
728	64.6875	39.1875	254
729	64.8125	39.1875	260
730	64.9375	39.1875	270
731	65.0625	39.1875	281
732	65.1875	39.1875	292
733	65.3125	39.1875	304
734	65.4375	39.1875	315
735	65.5625	39.1875	325
736	65.6875	39.1875	340
737	65.8125	39.1875	372
738	65.9375	39.1875	401
739	66.0625	39.1875	424
740	66.1875	39.1875	459
741	66.3125	39.1875	501
742	66.4375	39.1875	558
743	66.5625	39.1875	614
744	66.6875	39.1875	639
745	66.8125	39.1875	729
746	66.9375	39.1875	850
747	67.0625	39.1875	997
748	67.1875	39.1875	1486
749	67.3125	39.1875	1890
750	67.4375	39.1875	2129
751	67.5625	39.1875	2412
752	67.6875	39.1875	2629
753	67.8125	39.1875	2615
754	67.9375	39.1875	3044
755	68.0625	39.1875	2777
756	68.1875	39.1875	3703
757	68.3125	39.1875	3386
758	68.4375	39.1875	2742
759	68.5625	39.1875	2412
760	68.6875	39.1875	2829
761	68.8125	39.1875	3094
762	68.9375	39.1875	3098
763	69.0625	39.1875	3244
764	69.1875	39.1875	3302
765	69.3125	39.1875	3354
766	69.4375	39.1875	3111
767	69.5625	39.1875	3440
768	69.6875	39.1875	3692
769	69.8125	39.1875	3489
770	69.9375	39.1875	3391
771	70.0625	39.1875	3087
772	70.1875	39.1875	2243
773	70.3125	39.1875	2634
774	70.4375	39.1875	2864
775	70.5625	39.1875	3119
776	70.6875	39.1875	2693
777	70.8125	39.1875	1930
778	70.9375	39.1875	2340
779	71.0625	39.1875	2497
780	71.1875	39.1875	2230
781	71.3125	39.1875	2437
782	71.4375	39.1875	2859
783	71.5625	39.1875	2597
784	71.6875	39.1875	3377
785	71.8125	39.1875	3717
786	71.9375	39.1875	3952
787	72.0625	39.1875	3663
788	72.1875	39.1875	3807
789	72.3125	39.1875	3545
790	72.4375	39.1875	4083
791	72.5625	39.1875	4386
792	72.6875	39.1875	4734
793	72.8125	39.1875	4767
794	72.9375	39.1875	4875
795	62.5625	39.0625	174
796	62.6875	39.0625	174
797	62.8125	39.0625	175
798	62.9375	39.0625	180
799	63.0625	39.0625	178
800	63.1875	39.0625	184
801	63.3125	39.0625	187
802	63.4375	39.0625	186
803	63.5625	39.0625	187
804	63.6875	39.0625	188
805	63.8125	39.0625	195
806	63.9375	39.0625	189
807	64.0625	39.0625	188
808	64.1875	39.0625	179
809	64.3125	39.0625	217
810	64.4375	39.0625	267
811	64.8125	39.0625	280
812	64.9375	39.0625	277
813	65.0625	39.0625	288
814	65.1875	39.0625	301
815	65.3125	39.0625	315
816	65.4375	39.0625	326
817	65.5625	39.0625	338
818	65.6875	39.0625	353
819	65.8125	39.0625	379
820	65.9375	39.0625	411
821	66.0625	39.0625	438
822	66.1875	39.0625	461
823	66.3125	39.0625	491
824	66.4375	39.0625	515
825	66.5625	39.0625	532
826	66.6875	39.0625	559
827	66.8125	39.0625	614
828	66.9375	39.0625	710
829	67.0625	39.0625	1015
830	67.1875	39.0625	1484
831	67.3125	39.0625	1813
832	67.4375	39.0625	2324
833	67.5625	39.0625	3247
834	67.6875	39.0625	3406
835	67.8125	39.0625	3501
836	67.9375	39.0625	3532
837	68.0625	39.0625	3434
838	68.1875	39.0625	3411
839	68.3125	39.0625	2974
840	68.4375	39.0625	3057
841	68.5625	39.0625	3543
842	68.6875	39.0625	3152
843	68.8125	39.0625	2850
844	68.9375	39.0625	3228
845	69.0625	39.0625	3668
846	69.1875	39.0625	3345
847	69.3125	39.0625	3015
848	69.4375	39.0625	2924
849	69.5625	39.0625	3491
850	69.6875	39.0625	3424
851	69.8125	39.0625	3223
852	69.9375	39.0625	3252
853	70.0625	39.0625	2115
854	70.1875	39.0625	1767
855	70.3125	39.0625	2292
856	70.4375	39.0625	1910
857	70.5625	39.0625	1893
858	70.6875	39.0625	1974
859	70.8125	39.0625	2268
860	70.9375	39.0625	2731
861	71.0625	39.0625	3036
862	71.1875	39.0625	3254
863	71.3125	39.0625	3537
864	71.4375	39.0625	4090
865	71.5625	39.0625	3960
866	71.6875	39.0625	3727
867	71.8125	39.0625	4313
868	71.9375	39.0625	4387
869	72.0625	39.0625	4777
870	72.1875	39.0625	4796
871	72.3125	39.0625	3779
872	72.4375	39.0625	4194
873	72.5625	39.0625	4261
874	72.6875	39.0625	4677
875	72.8125	39.0625	5016
876	72.9375	39.0625	4893
877	62.8125	38.9375	181
878	62.9375	38.9375	184
879	63.0625	38.9375	186
880	63.1875	38.9375	188
881	63.3125	38.9375	190
882	63.4375	38.9375	192
883	63.5625	38.9375	192
884	63.6875	38.9375	193
885	63.8125	38.9375	192
886	63.9375	38.9375	195
887	64.0625	38.9375	198
888	64.1875	38.9375	206
889	64.3125	38.9375	232
890	64.4375	38.9375	264
891	64.5625	38.9375	258
892	64.6875	38.9375	259
893	64.8125	38.9375	275
894	64.9375	38.9375	280
895	65.0625	38.9375	290
896	65.1875	38.9375	303
897	65.3125	38.9375	316
898	65.4375	38.9375	330
899	65.5625	38.9375	346
900	65.6875	38.9375	361
901	65.8125	38.9375	395
902	65.9375	38.9375	424
903	66.0625	38.9375	439
904	66.1875	38.9375	459
905	66.3125	38.9375	467
906	66.4375	38.9375	490
907	66.5625	38.9375	536
908	66.6875	38.9375	601
909	66.8125	38.9375	717
910	66.9375	38.9375	885
911	67.0625	38.9375	1092
912	67.1875	38.9375	1411
913	67.3125	38.9375	2119
914	67.4375	38.9375	3140
915	67.5625	38.9375	3226
916	67.6875	38.9375	2578
917	67.8125	38.9375	3018
918	67.9375	38.9375	2964
919	68.0625	38.9375	2827
920	68.1875	38.9375	3722
921	68.3125	38.9375	3272
922	68.4375	38.9375	3427
923	68.5625	38.9375	3645
924	68.6875	38.9375	3083
925	68.8125	38.9375	2448
926	68.9375	38.9375	2875
927	69.0625	38.9375	3305
928	69.1875	38.9375	2916
929	69.3125	38.9375	2265
930	69.4375	38.9375	3070
931	69.5625	38.9375	2720
932	69.6875	38.9375	2828
933	69.8125	38.9375	2628
934	69.9375	38.9375	2307
935	70.0625	38.9375	1617
936	70.1875	38.9375	1889
937	70.3125	38.9375	2402
938	70.4375	38.9375	2611
939	70.5625	38.9375	3209
940	70.6875	38.9375	3540
941	70.8125	38.9375	3233
942	70.9375	38.9375	2819
943	71.0625	38.9375	3003
944	71.1875	38.9375	3706
945	71.3125	38.9375	3995
946	71.4375	38.9375	3980
947	71.5625	38.9375	3730
948	71.6875	38.9375	4288
949	71.8125	38.9375	4889
950	71.9375	38.9375	4817
951	72.0625	38.9375	5148
952	72.1875	38.9375	4490
953	72.3125	38.9375	4316
954	72.4375	38.9375	4746
955	72.5625	38.9375	4944
956	72.6875	38.9375	4397
957	72.8125	38.9375	4612
958	72.9375	38.9375	4835
959	73.0625	38.9375	4713
960	62.6875	38.8125	180
961	62.8125	38.8125	183
962	62.9375	38.8125	186
963	63.0625	38.8125	189
964	63.1875	38.8125	190
965	63.3125	38.8125	192
966	63.4375	38.8125	194
967	63.5625	38.8125	197
968	63.6875	38.8125	199
969	63.8125	38.8125	200
970	63.9375	38.8125	194
971	64.0625	38.8125	207
