ID	X	Y	dem
972	64.1875	38.8125	210
973	64.3125	38.8125	220
974	64.4375	38.8125	233
975	64.5625	38.8125	239
976	64.6875	38.8125	265
977	64.8125	38.8125	266
978	64.9375	38.8125	279
979	65.0625	38.8125	293
980	65.1875	38.8125	299
981	65.3125	38.8125	310
982	65.4375	38.8125	325
983	65.5625	38.8125	339
984	65.6875	38.8125	359
985	65.8125	38.8125	382
986	65.9375	38.8125	401
987	66.0625	38.8125	419
988	66.1875	38.8125	437
989	66.3125	38.8125	457
990	66.4375	38.8125	498
991	66.5625	38.8125	585
992	66.6875	38.8125	807
993	66.8125	38.8125	1223
994	66.9375	38.8125	1713
995	67.0625	38.8125	1943
996	67.1875	38.8125	2235
997	67.3125	38.8125	2439
998	67.4375	38.8125	2983
999	67.5625	38.8125	3102
1000	67.6875	38.8125	2182
1001	67.8125	38.8125	2001
1002	67.9375	38.8125	2340
1003	68.0625	38.8125	3185
1004	68.1875	38.8125	2974
1005	68.3125	38.8125	2628
1006	68.4375	38.8125	2673
1007	68.5625	38.8125	2649
1008	68.6875	38.8125	2293
1009	68.8125	38.8125	1737
1010	68.9375	38.8125	2161
1011	69.0625	38.8125	2690
1012	69.1875	38.8125	2601
1013	69.3125	38.8125	2016
1014	69.4375	38.8125	2111
1015	69.5625	38.8125	2296
1016	69.6875	38.8125	2280
1017	69.8125	38.8125	1622
1018	69.9375	38.8125	1753
1019	70.0625	38.8125	2066
1020	70.1875	38.8125	1984
1021	70.3125	38.8125	2081
1022	70.4375	38.8125	2815
1023	70.5625	38.8125	3018
1024	70.6875	38.8125	2347
1025	70.8125	38.8125	2501
1026	70.9375	38.8125	3067
1027	71.0625	38.8125	3334
1028	71.1875	38.8125	3221
1029	71.3125	38.8125	3327
1030	71.4375	38.8125	3627
1031	71.5625	38.8125	3379
1032	71.6875	38.8125	3707
1033	71.8125	38.8125	4071
1034	71.9375	38.8125	4257
1035	72.0625	38.8125	4890
1036	72.1875	38.8125	4380
1037	72.3125	38.8125	4796
1038	72.4375	38.8125	5043
1039	72.5625	38.8125	4900
1040	72.6875	38.8125	4962
1041	72.8125	38.8125	4809
1042	72.9375	38.8125	4891
1043	73.0625	38.8125	4614
1044	73.1875	38.8125	4335
1045	62.6875	38.6875	182
1046	62.8125	38.6875	185
1047	62.9375	38.6875	188
1048	63.0625	38.6875	190
1049	63.1875	38.6875	193
1050	63.3125	38.6875	194
1051	63.4375	38.6875	197
1052	63.5625	38.6875	200
1053	63.6875	38.6875	202
1054	63.8125	38.6875	203
1055	63.9375	38.6875	200
1056	64.0625	38.6875	198
1057	64.1875	38.6875	209
1058	64.3125	38.6875	217
1059	64.4375	38.6875	230
1060	64.5625	38.6875	246
1061	64.6875	38.6875	281
1062	64.8125	38.6875	265
1063	64.9375	38.6875	283
1064	65.0625	38.6875	293
1065	65.1875	38.6875	292
1066	65.3125	38.6875	303
1067	65.4375	38.6875	315
1068	65.5625	38.6875	329
1069	65.6875	38.6875	352
1070	65.8125	38.6875	383
1071	65.9375	38.6875	416
1072	66.0625	38.6875	447
1073	66.1875	38.6875	472
1074	66.3125	38.6875	489
1075	66.4375	38.6875	608
1076	66.5625	38.6875	828
1077	66.6875	38.6875	1187
1078	66.8125	38.6875	1787
1079	66.9375	38.6875	2296
1080	67.0625	38.6875	2186
1081	67.1875	38.6875	2241
1082	67.3125	38.6875	2918
1083	67.4375	38.6875	3207
1084	67.5625	38.6875	2839
1085	67.6875	38.6875	2213
1086	67.8125	38.6875	1455
1087	67.9375	38.6875	2349
1088	68.0625	38.6875	2022
1089	68.1875	38.6875	1930
1090	68.3125	38.6875	1653
1091	68.4375	38.6875	1872
1092	68.5625	38.6875	1517
1093	68.6875	38.6875	1379
1094	68.8125	38.6875	1396
1095	68.9375	38.6875	1958
1096	69.0625	38.6875	1800
1097	69.1875	38.6875	1596
1098	69.3125	38.6875	1737
1099	69.4375	38.6875	2267
1100	69.5625	38.6875	2136
1101	69.6875	38.6875	1794
1102	69.8125	38.6875	1664
1103	69.9375	38.6875	2110
1104	70.0625	38.6875	2333
1105	70.1875	38.6875	2532
1106	70.3125	38.6875	2418
1107	70.4375	38.6875	2129
1108	70.5625	38.6875	2321
1109	70.6875	38.6875	2570
1110	70.8125	38.6875	3125
1111	70.9375	38.6875	3295
1112	71.0625	38.6875	3940
1113	71.1875	38.6875	3538
1114	71.3125	38.6875	3436
1115	71.4375	38.6875	4021
1116	71.5625	38.6875	4265
1117	71.6875	38.6875	4105
1118	71.8125	38.6875	4202
1119	71.9375	38.6875	3616
1120	72.0625	38.6875	3587
1121	72.1875	38.6875	4359
1122	72.3125	38.6875	4922
1123	72.4375	38.6875	4933
1124	72.5625	38.6875	4384
1125	72.6875	38.6875	4252
1126	72.8125	38.6875	4238
1127	72.9375	38.6875	4315
1128	73.0625	38.6875	4467
1129	73.1875	38.6875	4145
1130	73.3125	38.6875	4704
1131	73.4375	38.6875	4692
1132	73.5625	38.6875	4375
1133	73.6875	38.6875	4562
1134	74.0625	38.6875	4300
1135	74.1875	38.6875	4506
1136	74.3125	38.6875	4577
1137	74.4375	38.6875	4624
1138	74.5625	38.6875	4500
1139	62.6875	38.5625	183
1140	62.8125	38.5625	185
1141	62.9375	38.5625	189
1142	63.0625	38.5625	191
1143	63.1875	38.5625	194
1144	63.3125	38.5625	196
1145	63.4375	38.5625	199
1146	63.5625	38.5625	201
1147	63.6875	38.5625	204
1148	63.8125	38.5625	206
1149	63.9375	38.5625	206
1150	64.0625	38.5625	204
1151	64.1875	38.5625	207
1152	64.3125	38.5625	213
1153	64.4375	38.5625	222
1154	64.5625	38.5625	239
1155	64.6875	38.5625	277
1156	64.8125	38.5625	287
1157	64.9375	38.5625	278
1158	65.0625	38.5625	276
1159	65.1875	38.5625	287
1160	65.3125	38.5625	297
1161	65.4375	38.5625	317
1162	65.5625	38.5625	347
1163	65.6875	38.5625	359
1164	65.8125	38.5625	402
1165	65.9375	38.5625	442
1166	66.0625	38.5625	506
1167	66.1875	38.5625	551
1168	66.3125	38.5625	625
1169	66.4375	38.5625	750
1170	66.5625	38.5625	896
1171	66.6875	38.5625	1083
1172	66.8125	38.5625	1463
1173	66.9375	38.5625	1779
1174	67.0625	38.5625	2263
1175	67.1875	38.5625	2526
1176	67.3125	38.5625	2605
1177	67.4375	38.5625	2395
1178	67.5625	38.5625	1964
1179	67.6875	38.5625	1945
1180	67.8125	38.5625	1228
1181	67.9375	38.5625	1284
1182	68.0625	38.5625	1036
1183	68.1875	38.5625	920
1184	68.3125	38.5625	863
1185	68.4375	38.5625	964
1186	68.5625	38.5625	918
1187	68.6875	38.5625	859
1188	68.8125	38.5625	850
1189	68.9375	38.5625	914
1190	69.0625	38.5625	952
1191	69.1875	38.5625	1199
1192	69.3125	38.5625	1445
1193	69.4375	38.5625	1818
1194	69.5625	38.5625	2165
1195	69.6875	38.5625	1733
1196	69.8125	38.5625	1963
1197	69.9375	38.5625	1687
1198	70.0625	38.5625	2088
1199	70.1875	38.5625	2346
1200	70.3125	38.5625	2269
1201	70.4375	38.5625	2916
1202	70.5625	38.5625	3238
1203	70.6875	38.5625	3296
1204	70.8125	38.5625	2707
1205	70.9375	38.5625	3219
1206	71.0625	38.5625	3243
1207	71.1875	38.5625	3890
1208	71.3125	38.5625	3967
1209	71.4375	38.5625	4347
1210	71.5625	38.5625	4378
1211	71.6875	38.5625	3112
1212	71.8125	38.5625	3096
1213	71.9375	38.5625	3911
1214	72.0625	38.5625	4340
1215	72.1875	38.5625	4474
1216	72.3125	38.5625	5368
1217	72.4375	38.5625	5411
1218	72.5625	38.5625	4716
1219	72.6875	38.5625	4533
1220	72.8125	38.5625	3988
1221	72.9375	38.5625	4328
1222	73.0625	38.5625	3859
1223	73.1875	38.5625	4246
1224	73.3125	38.5625	4860
1225	73.4375	38.5625	4772
1226	73.5625	38.5625	4662
1227	73.6875	38.5625	4549
1228	73.8125	38.5625	4453
1229	73.9375	38.5625	4469
1230	74.0625	38.5625	4365
1231	74.1875	38.5625	4219
1232	74.3125	38.5625	4034
1233	74.4375	38.5625	4096
1234	74.5625	38.5625	4353
1235	74.6875	38.5625	4518
1236	74.8125	38.5625	4462
1237	62.9375	38.4375	189
1238	63.0625	38.4375	191
1239	63.1875	38.4375	194
1240	63.3125	38.4375	198
1241	63.4375	38.4375	200
1242	63.5625	38.4375	203
1243	63.6875	38.4375	206
1244	63.8125	38.4375	209
1245	63.9375	38.4375	210
1246	64.0625	38.4375	208
1247	64.1875	38.4375	205
1248	64.3125	38.4375	207
1249	64.4375	38.4375	225
1250	64.5625	38.4375	233
1251	64.6875	38.4375	229
1252	64.8125	38.4375	264
1253	64.9375	38.4375	271
1254	65.0625	38.4375	295
1255	65.1875	38.4375	281
1256	65.3125	38.4375	302
1257	65.4375	38.4375	330
1258	65.5625	38.4375	378
1259	65.6875	38.4375	423
1260	65.8125	38.4375	432
1261	65.9375	38.4375	491
1262	66.0625	38.4375	571
1263	66.1875	38.4375	660
1264	66.3125	38.4375	828
1265	66.4375	38.4375	881
1266	66.5625	38.4375	1076
1267	66.6875	38.4375	1321
1268	66.8125	38.4375	1686
1269	66.9375	38.4375	1823
1270	67.0625	38.4375	1985
1271	67.1875	38.4375	2086
1272	67.3125	38.4375	2771
1273	67.4375	38.4375	2282
1274	67.5625	38.4375	2663
1275	67.6875	38.4375	1462
1276	67.8125	38.4375	837
1277	67.9375	38.4375	633
1278	68.0625	38.4375	610
1279	68.1875	38.4375	668
1280	68.3125	38.4375	921
1281	68.4375	38.4375	1071
1282	68.5625	38.4375	897
1283	68.6875	38.4375	844
1284	68.8125	38.4375	991
1285	68.9375	38.4375	1144
1286	69.0625	38.4375	1192
1287	69.1875	38.4375	1236
1288	69.3125	38.4375	1127
1289	69.4375	38.4375	1497
1290	69.5625	38.4375	1520
1291	69.6875	38.4375	1478
1292	69.8125	38.4375	1453
1293	69.9375	38.4375	1693
1294	70.0625	38.4375	1838
1295	70.1875	38.4375	1879
1296	70.3125	38.4375	2601
1297	70.4375	38.4375	2944
1298	70.5625	38.4375	3403
1299	70.6875	38.4375	2430
1300	70.8125	38.4375	2072
1301	70.9375	38.4375	2242
1302	71.0625	38.4375	2262
1303	71.1875	38.4375	3163
1304	71.3125	38.4375	3816
1305	71.4375	38.4375	3620
1306	71.5625	38.4375	2850
1307	71.6875	38.4375	3685
1308	71.8125	38.4375	3966
1309	71.9375	38.4375	3756
1310	72.0625	38.4375	3951
1311	72.1875	38.4375	4674
1312	72.3125	38.4375	4638
1313	72.4375	38.4375	4447
1314	72.5625	38.4375	3963
1315	72.6875	38.4375	3891
1316	72.8125	38.4375	4521
1317	72.9375	38.4375	4304
1318	73.0625	38.4375	4133
1319	73.1875	38.4375	4806
1320	73.3125	38.4375	4932
1321	73.4375	38.4375	5065
1322	73.5625	38.4375	4986
1323	73.6875	38.4375	4758
1324	73.8125	38.4375	4552
1325	73.9375	38.4375	4180
1326	74.0625	38.4375	3966
1327	74.1875	38.4375	3961
1328	74.3125	38.4375	4016
1329	74.4375	38.4375	3934
1330	74.5625	38.4375	4068
1331	74.6875	38.4375	4349
1332	74.8125	38.4375	4567
1333	63.0625	38.3125	192
1334	63.1875	38.3125	195
1335	63.3125	38.3125	198
1336	63.4375	38.3125	201
1337	63.5625	38.3125	204
1338	63.6875	38.3125	207
1339	63.8125	38.3125	210
1340	63.9375	38.3125	212
1341	64.0625	38.3125	214
1342	64.1875	38.3125	215
1343	64.3125	38.3125	212
1344	64.4375	38.3125	217
1345	64.5625	38.3125	226
1346	64.6875	38.3125	233
1347	64.8125	38.3125	241
1348	64.9375	38.3125	259
1349	65.0625	38.3125	272
1350	65.1875	38.3125	309
1351	65.3125	38.3125	308
1352	65.4375	38.3125	349
1353	65.5625	38.3125	377
1354	65.6875	38.3125	435
1355	65.8125	38.3125	473
1356	65.9375	38.3125	554
1357	66.0625	38.3125	672
1358	66.1875	38.3125	768
1359	66.3125	38.3125	886
1360	66.4375	38.3125	944
1361	66.5625	38.3125	1002
1362	66.6875	38.3125	1239
1363	66.8125	38.3125	1399
1364	66.9375	38.3125	1581
1365	67.0625	38.3125	1840
1366	67.1875	38.3125	2369
1367	67.3125	38.3125	1971
1368	67.4375	38.3125	1643
1369	67.5625	38.3125	1731
1370	67.6875	38.3125	1076
1371	67.8125	38.3125	636
1372	67.9375	38.3125	526
1373	68.0625	38.3125	587
1374	68.1875	38.3125	861
1375	68.3125	38.3125	1021
1376	68.4375	38.3125	1039
1377	68.5625	38.3125	1253
1378	68.6875	38.3125	1125
1379	68.8125	38.3125	1265
1380	68.9375	38.3125	820
1381	69.0625	38.3125	845
1382	69.1875	38.3125	1260
1383	69.3125	38.3125	1019
1384	69.4375	38.3125	1264
1385	69.5625	38.3125	1291
1386	69.6875	38.3125	1088
1387	69.8125	38.3125	1365
1388	69.9375	38.3125	1449
1389	70.0625	38.3125	1574
1390	70.1875	38.3125	2234
1391	70.3125	38.3125	2686
1392	70.4375	38.3125	2841
1393	70.5625	38.3125	2232
1394	70.6875	38.3125	2816
1395	70.8125	38.3125	2916
1396	70.9375	38.3125	2980
1397	71.0625	38.3125	3781
1398	71.1875	38.3125	2854
1399	71.3125	38.3125	2522
1400	71.4375	38.3125	2822
1401	71.5625	38.3125	3714
1402	71.6875	38.3125	3354
1403	71.8125	38.3125	3801
1404	71.9375	38.3125	4340
1405	72.0625	38.3125	4193
1406	72.1875	38.3125	4276
1407	72.3125	38.3125	3541
1408	72.4375	38.3125	3447
1409	72.5625	38.3125	3861
1410	72.6875	38.3125	4542
1411	72.8125	38.3125	4579
1412	72.9375	38.3125	4397
1413	73.0625	38.3125	4132
1414	73.1875	38.3125	4265
1415	73.3125	38.3125	4414
1416	73.4375	38.3125	4596
1417	73.5625	38.3125	4447
1418	73.6875	38.3125	4699
1419	73.8125	38.3125	4560
1420	73.9375	38.3125	4436
1421	74.0625	38.3125	4018
1422	74.1875	38.3125	4247
1423	74.3125	38.3125	4283
1424	74.4375	38.3125	4388
1425	74.5625	38.3125	4526
1426	74.6875	38.3125	4236
1427	74.8125	38.3125	4517
1428	63.1875	38.1875	196
1429	63.3125	38.1875	199
1430	63.4375	38.1875	203
1431	63.5625	38.1875	206
1432	63.6875	38.1875	209
1433	63.8125	38.1875	211
1434	63.9375	38.1875	213
1435	64.0625	38.1875	216
1436	64.1875	38.1875	218
1437	64.3125	38.1875	218
1438	64.4375	38.1875	221
1439	64.5625	38.1875	218
1440	64.6875	38.1875	220
1441	64.8125	38.1875	228
1442	64.9375	38.1875	239
1443	65.0625	38.1875	259
1444	65.1875	38.1875	268
1445	65.3125	38.1875	280
1446	65.4375	38.1875	322
1447	65.5625	38.1875	337
1448	65.6875	38.1875	374
1449	65.8125	38.1875	434
1450	65.9375	38.1875	548
1451	66.0625	38.1875	692
1452	66.1875	38.1875	803
1453	66.3125	38.1875	917
1454	66.4375	38.1875	1118
1455	66.5625	38.1875	1441
1456	66.6875	38.1875	1704
1457	66.8125	38.1875	1820
1458	66.9375	38.1875	1413
1459	67.0625	38.1875	1268
1460	67.1875	38.1875	1234
1461	67.3125	38.1875	1152
1462	67.4375	38.1875	1147
1463	67.5625	38.1875	819
1464	67.6875	38.1875	657
1465	67.8125	38.1875	524
1466	67.9375	38.1875	497
1467	68.0625	38.1875	700
1468	68.1875	38.1875	933
1469	68.3125	38.1875	1164
1470	68.4375	38.1875	876
1471	68.5625	38.1875	1283
1472	68.6875	38.1875	831
1473	68.8125	38.1875	772
1474	68.9375	38.1875	575
1475	69.0625	38.1875	899
1476	69.1875	38.1875	1238
1477	69.3125	38.1875	1101
1478	69.4375	38.1875	1043
1479	69.5625	38.1875	1012
1480	69.6875	38.1875	1072
1481	69.8125	38.1875	1267
1482	69.9375	38.1875	1256
1483	70.0625	38.1875	1537
1484	70.1875	38.1875	2265
1485	70.3125	38.1875	2541
1486	70.4375	38.1875	2752
1487	70.5625	38.1875	2172
1488	70.6875	38.1875	3666
1489	70.8125	38.1875	3600
1490	70.9375	38.1875	3334
1491	71.0625	38.1875	3788
1492	71.1875	38.1875	3865
1493	71.3125	38.1875	2703
1494	71.4375	38.1875	2814
1495	71.5625	38.1875	3416
1496	71.6875	38.1875	3863
1497	71.8125	38.1875	4074
1498	71.9375	38.1875	3336
1499	72.0625	38.1875	3768
1500	72.1875	38.1875	3552
1501	72.3125	38.1875	3854
1502	72.4375	38.1875	4500
1503	72.5625	38.1875	4297
1504	72.6875	38.1875	3984
1505	72.8125	38.1875	3899
1506	72.9375	38.1875	4370
1507	73.0625	38.1875	4726
1508	73.1875	38.1875	4786
1509	73.3125	38.1875	4312
1510	73.4375	38.1875	4279
1511	73.5625	38.1875	4292
1512	73.6875	38.1875	4351
1513	73.8125	38.1875	4267
1514	73.9375	38.1875	3928
1515	74.0625	38.1875	3745
1516	74.1875	38.1875	3875
1517	74.3125	38.1875	3899
1518	74.4375	38.1875	4237
1519	74.5625	38.1875	4345
1520	74.6875	38.1875	4304
1521	74.8125	38.1875	4314
1522	63.1875	38.0625	199
1523	63.3125	38.0625	201
1524	63.4375	38.0625	204
1525	63.5625	38.0625	207
1526	63.6875	38.0625	210
1527	63.8125	38.0625	213
1528	63.9375	38.0625	215
1529	64.0625	38.0625	218
1530	64.1875	38.0625	220
1531	64.3125	38.0625	222
1532	64.4375	38.0625	224
1533	64.5625	38.0625	228
1534	64.6875	38.0625	229
1535	64.8125	38.0625	229
1536	64.9375	38.0625	226
1537	65.0625	38.0625	227
1538	65.1875	38.0625	246
1539	65.3125	38.0625	281
1540	65.4375	38.0625	287
1541	65.5625	38.0625	306
1542	65.6875	38.0625	341
1543	65.8125	38.0625	415
1544	65.9375	38.0625	523
1545	66.0625	38.0625	686
1546	66.1875	38.0625	855
1547	66.3125	38.0625	938
1548	66.4375	38.0625	1072
1549	66.5625	38.0625	1324
1550	66.6875	38.0625	1707
1551	66.8125	38.0625	1714
1552	66.9375	38.0625	1398
1553	67.0625	38.0625	943
1554	67.1875	38.0625	920
1555	67.3125	38.0625	787
1556	67.4375	38.0625	777
1557	67.5625	38.0625	591
1558	67.6875	38.0625	503
1559	67.8125	38.0625	460
1560	67.9375	38.0625	548
1561	68.0625	38.0625	922
1562	68.1875	38.0625	1242
1563	68.3125	38.0625	765
1564	68.4375	38.0625	1130
1565	68.5625	38.0625	1203
1566	68.6875	38.0625	566
1567	68.8125	38.0625	514
1568	68.9375	38.0625	804
1569	69.0625	38.0625	942
1570	69.1875	38.0625	853
1571	69.3125	38.0625	679
1572	69.4375	38.0625	888
1573	69.5625	38.0625	852
1574	69.6875	38.0625	992
1575	69.8125	38.0625	871
1576	69.9375	38.0625	1213
1577	70.0625	38.0625	1779
1578	70.1875	38.0625	1814
1579	70.3125	38.0625	2399
1580	70.4375	38.0625	1986
1581	70.5625	38.0625	2973
1582	70.6875	38.0625	3561
1583	70.8125	38.0625	3878
1584	70.9375	38.0625	3766
1585	71.0625	38.0625	4164
1586	71.1875	38.0625	3375
1587	71.3125	38.0625	3080
1588	71.4375	38.0625	3900
1589	71.5625	38.0625	3928
1590	71.6875	38.0625	3600
1591	71.8125	38.0625	3558
1592	71.9375	38.0625	3684
1593	72.0625	38.0625	3665
1594	72.1875	38.0625	3796
1595	72.3125	38.0625	4094
1596	72.4375	38.0625	4561
1597	72.5625	38.0625	4605
1598	72.6875	38.0625	4710
1599	72.8125	38.0625	4812
1600	72.9375	38.0625	4588
1601	73.0625	38.0625	4805
1602	73.1875	38.0625	4867
1603	73.3125	38.0625	4666
1604	73.4375	38.0625	4840
1605	73.5625	38.0625	4486
1606	73.6875	38.0625	4230
1607	73.8125	38.0625	4166
1608	73.9375	38.0625	3896
1609	74.0625	38.0625	4213
1610	74.1875	38.0625	3996
1611	74.3125	38.0625	3776
1612	74.4375	38.0625	3754
1613	74.5625	38.0625	3814
1614	74.6875	38.0625	4077
1615	74.8125	38.0625	4616
1616	74.9375	38.0625	4261
1617	63.5625	37.9375	208
1618	63.6875	37.9375	212
1619	63.8125	37.9375	215
1620	63.9375	37.9375	218
1621	64.0625	37.9375	219
1622	64.1875	37.9375	223
1623	64.3125	37.9375	224
1624	64.4375	37.9375	223
1625	64.5625	37.9375	229
1626	64.6875	37.9375	232
1627	64.8125	37.9375	234
1628	64.9375	37.9375	237
1629	65.0625	37.9375	235
1630	65.1875	37.9375	233
1631	65.3125	37.9375	256
1632	65.4375	37.9375	268
1633	65.5625	37.9375	285
1634	65.6875	37.9375	342
1635	65.8125	37.9375	426
1636	65.9375	37.9375	463
1637	66.0625	37.9375	607
1638	66.1875	37.9375	810
1639	66.3125	37.9375	918
1640	66.4375	37.9375	938
1641	66.5625	37.9375	1455
1642	66.6875	37.9375	1815
1643	66.8125	37.9375	1329
1644	66.9375	37.9375	902
1645	67.0625	37.9375	754
1646	67.1875	37.9375	777
1647	67.3125	37.9375	701
1648	67.4375	37.9375	542
1649	67.5625	37.9375	470
1650	67.6875	37.9375	436
1651	67.8125	37.9375	477
1652	67.9375	37.9375	649
1653	68.0625	37.9375	1087
1654	68.1875	37.9375	1193
1655	68.3125	37.9375	684
1656	68.4375	37.9375	1485
1657	68.5625	37.9375	883
1658	68.6875	37.9375	444
1659	68.8125	37.9375	417
1660	68.9375	37.9375	743
1661	69.0625	37.9375	696
1662	69.1875	37.9375	938
1663	69.3125	37.9375	651
1664	69.4375	37.9375	1028
1665	69.5625	37.9375	690
1666	69.6875	37.9375	708
1667	69.8125	37.9375	742
1668	69.9375	37.9375	1348
1669	70.0625	37.9375	1960
1670	70.1875	37.9375	1210
1671	70.3125	37.9375	2408
1672	70.4375	37.9375	3055
1673	70.5625	37.9375	2809
1674	70.6875	37.9375	3076
1675	70.8125	37.9375	3366
1676	70.9375	37.9375	3863
1677	71.0625	37.9375	3691
1678	71.1875	37.9375	2723
1679	71.3125	37.9375	2753
1680	71.4375	37.9375	2893
1681	71.5625	37.9375	2789
1682	71.6875	37.9375	3279
1683	71.8125	37.9375	3400
1684	71.9375	37.9375	3681
1685	72.0625	37.9375	4222
1686	72.1875	37.9375	4515
1687	72.3125	37.9375	4779
1688	72.4375	37.9375	4814
1689	72.5625	37.9375	4706
1690	72.6875	37.9375	4663
1691	72.8125	37.9375	4589
1692	72.9375	37.9375	4468
1693	73.0625	37.9375	4864
1694	73.1875	37.9375	4897
1695	73.3125	37.9375	4758
1696	73.4375	37.9375	4676
1697	73.5625	37.9375	4494
1698	73.6875	37.9375	4469
1699	73.8125	37.9375	4475
1700	73.9375	37.9375	4192
1701	74.0625	37.9375	4150
1702	74.1875	37.9375	4205
1703	74.3125	37.9375	4121
1704	74.4375	37.9375	4125
1705	74.5625	37.9375	3926
1706	74.6875	37.9375	4065
1707	74.8125	37.9375	4262
1708	74.9375	37.9375	4590
1709	63.6875	37.8125	216
1710	63.8125	37.8125	221
1711	63.9375	37.8125	223
1712	64.0625	37.8125	226
1713	64.1875	37.8125	227
1714	64.3125	37.8125	228
1715	64.4375	37.8125	226
1716	64.5625	37.8125	226
1717	64.6875	37.8125	229
1718	64.8125	37.8125	234
1719	64.9375	37.8125	238
1720	65.0625	37.8125	241
1721	65.1875	37.8125	236
1722	65.3125	37.8125	240
1723	65.4375	37.8125	260
1724	65.5625	37.8125	269
1725	65.6875	37.8125	391
1726	65.8125	37.8125	415
1727	65.9375	37.8125	374
1728	66.0625	37.8125	547
1729	66.1875	37.8125	566
1730	66.3125	37.8125	683
1731	66.4375	37.8125	1016
1732	66.5625	37.8125	2230
1733	66.6875	37.8125	1374
1734	66.8125	37.8125	967
1735	66.9375	37.8125	715
1736	67.0625	37.8125	623
1737	67.1875	37.8125	538
1738	67.3125	37.8125	451
1739	67.4375	37.8125	450
1740	67.5625	37.8125	416
1741	67.6875	37.8125	457
1742	67.8125	37.8125	543
1743	67.9375	37.8125	746
1744	68.0625	37.8125	1175
1745	68.1875	37.8125	741
1746	68.3125	37.8125	899
1747	68.4375	37.8125	1167
1748	68.5625	37.8125	824
1749	68.6875	37.8125	399
1750	68.8125	37.8125	428
1751	68.9375	37.8125	587
1752	69.0625	37.8125	648
1753	69.1875	37.8125	808
1754	69.3125	37.8125	634
1755	69.4375	37.8125	740
1756	69.5625	37.8125	512
1757	69.6875	37.8125	551
1758	69.8125	37.8125	948
1759	69.9375	37.8125	1653
1760	70.0625	37.8125	2183
1761	70.1875	37.8125	1383
1762	70.3125	37.8125	2037
1763	70.4375	37.8125	2889
1764	70.5625	37.8125	3246
1765	70.6875	37.8125	3560
1766	70.8125	37.8125	3772
1767	70.9375	37.8125	3700
1768	71.0625	37.8125	2874
1769	71.1875	37.8125	3544
1770	71.3125	37.8125	3422
1771	71.4375	37.8125	4000
1772	71.5625	37.8125	3052
1773	71.6875	37.8125	3704
1774	71.8125	37.8125	4403
1775	71.9375	37.8125	4387
1776	72.0625	37.8125	4359
1777	72.1875	37.8125	4426
1778	72.3125	37.8125	4623
1779	72.4375	37.8125	4510
1780	72.5625	37.8125	4229
1781	72.6875	37.8125	4271
1782	72.8125	37.8125	4109
1783	72.9375	37.8125	4098
1784	73.0625	37.8125	4369
1785	73.1875	37.8125	4289
1786	73.3125	37.8125	4154
1787	73.4375	37.8125	4115
1788	73.5625	37.8125	4149
1789	73.6875	37.8125	4179
1790	73.8125	37.8125	4207
1791	73.9375	37.8125	4397
1792	74.0625	37.8125	4417
1793	74.1875	37.8125	4329
1794	74.3125	37.8125	4369
1795	74.4375	37.8125	4363
1796	74.5625	37.8125	4218
1797	74.6875	37.8125	3921
1798	74.8125	37.8125	4443
1799	74.9375	37.8125	4767
1800	75.0625	37.8125	4625
1801	63.8125	37.6875	227
1802	63.9375	37.6875	231
1803	64.0625	37.6875	234
1804	64.1875	37.6875	237
1805	64.3125	37.6875	237
1806	64.4375	37.6875	237
1807	64.5625	37.6875	237
1808	64.6875	37.6875	235
1809	64.8125	37.6875	233
1810	64.9375	37.6875	232
1811	65.0625	37.6875	241
1812	65.1875	37.6875	245
1813	65.3125	37.6875	242
1814	65.4375	37.6875	241
1815	65.5625	37.6875	249
1816	65.6875	37.6875	314
1817	65.8125	37.6875	331
1818	65.9375	37.6875	276
1819	66.0625	37.6875	349
1820	66.1875	37.6875	424
1821	66.3125	37.6875	459
1822	66.4375	37.6875	1233
1823	66.5625	37.6875	1670
1824	66.6875	37.6875	918
1825	66.8125	37.6875	764
1826	66.9375	37.6875	516
1827	67.0625	37.6875	413
1828	67.1875	37.6875	384
1829	67.3125	37.6875	408
1830	67.4375	37.6875	415
1831	67.5625	37.6875	401
1832	67.6875	37.6875	504
1833	67.8125	37.6875	533
1834	67.9375	37.6875	906
1835	68.0625	37.6875	831
1836	68.1875	37.6875	636
1837	68.3125	37.6875	838
1838	68.4375	37.6875	642
1839	68.5625	37.6875	570
1840	68.6875	37.6875	393
1841	68.8125	37.6875	414
1842	68.9375	37.6875	470
1843	69.0625	37.6875	539
1844	69.1875	37.6875	783
1845	69.3125	37.6875	606
1846	69.4375	37.6875	560
1847	69.5625	37.6875	493
1848	69.6875	37.6875	737
1849	69.8125	37.6875	1034
1850	69.9375	37.6875	1346
1851	70.0625	37.6875	1887
1852	70.1875	37.6875	1869
1853	70.3125	37.6875	1513
1854	70.4375	37.6875	2474
1855	70.5625	37.6875	2891
1856	70.6875	37.6875	3037
1857	70.8125	37.6875	3403
1858	70.9375	37.6875	2936
1859	71.0625	37.6875	3018
1860	71.1875	37.6875	3968
1861	71.3125	37.6875	4147
1862	71.4375	37.6875	3839
1863	71.5625	37.6875	3087
1864	71.6875	37.6875	4284
1865	71.8125	37.6875	3552
1866	71.9375	37.6875	3730
1867	72.0625	37.6875	4030
1868	72.1875	37.6875	3891
1869	72.3125	37.6875	3970
1870	72.4375	37.6875	3879
